=== JETPACK MOVEMENT LOG ===
Application started: 2025-12-07 12:00:56
==================================================
[12:00:58] Monitoring 300 jetpacks in New York
[12:08:55] HORIZON-140 moving 🚀 East (422 units)
[12:08:55] HORIZON-140 🚀 heading to parking DAL-P169
[12:08:55] RANGER-114 moving 🚀 Southeast (1416 units)
[12:08:55] RANGER-114 🚀 heading to parking DAL-P95
[12:08:55] HORIZON-100 moving 🚀 West (1191 units)
[12:08:55] HORIZON-100 🚀 heading to parking DAL-P15
[12:08:55] COWBOY-191 moving 🚀 South (638 units)
[12:08:55] COWBOY-191 🚀 heading to parking DAL-P265
[12:08:55] COWBOY-241 🚀 departing from DAL-P203
[12:08:55] BRONCO-186 ✓ landed at DAL-P76 (parking for ~54s)
[12:08:55] MUSTANG-205 ✓ landed at DAL-P183 (parking for ~64s)
[12:08:55] LONGHORN-7 moving 🚀 North (483 units)
[12:08:55] LONGHORN-77 🚀 departing from DAL-P76
[12:08:55] ARMADILLO-228 ✓ landed at DAL-P228 (parking for ~66s)
[12:08:56] RANGER-84 ✓ landed at DAL-P162 (parking for ~64s)
[12:08:56] HORIZON-150 ✓ landed at DAL-P63 (parking for ~56s)
[12:08:56] COWBOY-241 moving 🚀 Northwest (766 units)
[12:08:56] COWBOY-241 🚀 heading to parking DAL-P28
[12:08:56] MAVS-82 ✓ landed at DAL-P17 (parking for ~76s)
[12:08:56] MUSTANG-265 moving 🚀 South (658 units)
[12:08:56] BRONCO-286 ✓ landed at DAL-P117 (parking for ~86s)
[12:08:56] MUSTANG-25 moving 🚀 Northwest (390 units)
[12:08:56] STARS-273 ✓ landed at DAL-P115 (parking for ~76s)
[12:08:56] LONGHORN-47 ✓ landed at DAL-P291 (parking for ~30s)
[12:08:56] ARMADILLO-88 moving 🚀 South (706 units)
[12:08:56] ARMADILLO-88 🚀 heading to parking DAL-P167
[12:08:56] COWBOY-141 🚀 departing from DAL-P123
[12:08:56] MAVS-252 ✓ landed at DAL-P191 (parking for ~74s)
[12:08:56] RANGER-134 🚀 departing from DAL-P294
[12:08:56] MUSTANG-265 moving 🚀 Southwest (474 units)
[12:08:56] MUSTANG-265 🚀 heading to parking DAL-P37
[12:08:56] MAVS-62 ✓ landed at DAL-P213 (parking for ~76s)
[12:08:56] COWBOY-231 ✓ landed at DAL-P195 (parking for ~72s)
[12:08:56] LONGHORN-77 moving 🚀 Southeast (522 units)
[12:08:56] COWBOY-141 moving 🚀 Southwest (682 units)
[12:08:56] COWBOY-141 🚀 heading to parking DAL-P36
[12:08:56] RANGER-234 🚀 departing from DAL-P73
[12:08:56] STARS-103 🚀 departing from DAL-P259
[12:08:56] RANGER-294 🚀 departing from DAL-P251
[12:08:56] BRONCO-296 ✓ landed at DAL-P148 (parking for ~40s)
[12:08:56] ARMADILLO-78 ✓ landed at DAL-P132 (parking for ~54s)
[12:08:56] MUSTANG-85 🚀 departing from DAL-P189
[12:08:56] MAVS-102 ✓ landed at DAL-P244 (parking for ~36s)
[12:08:56] MAVS-142 ✓ landed at DAL-P122 (parking for ~66s)
[12:08:56] HORIZON-210 ✓ landed at DAL-P248 (parking for ~44s)
[12:08:56] MUSTANG-85 moving 🚀 Northeast (643 units)
[12:08:56] MUSTANG-85 🚀 heading to parking DAL-P279
[12:08:56] STARS-113 🚀 departing from DAL-P247
[12:08:56] STARS-103 moving 🚀 South (1304 units)
[12:08:56] STARS-103 🚀 heading to parking DAL-P99
[12:08:56] RANGER-134 moving 🚀 Northeast (614 units)
[12:08:56] HORIZON-180 🚀 departing from DAL-P183
[12:08:57] COWBOY-71 ✓ landed at DAL-P75 (parking for ~62s)
[12:08:57] ARMADILLO-238 ✓ landed at DAL-P244 (parking for ~40s)
[12:08:57] LONGHORN-77 moving 🚀 West (749 units)
[12:08:57] LONGHORN-77 🚀 heading to parking DAL-P209
[12:08:57] HORIZON-80 ✓ landed at DAL-P260 (parking for ~90s)
[12:08:57] LONGHORN-47 🚀 departing from DAL-P291
[12:08:57] MUSTANG-115 ✓ landed at DAL-P35 (parking for ~36s)
[12:08:57] LONGHORN-47 moving 🚀 Southwest (815 units)
[12:08:57] LONGHORN-47 🚀 heading to parking DAL-P240
[12:08:57] PRAIRIE-129 ✓ landed at DAL-P12 (parking for ~56s)
[12:08:57] RANGER-134 moving 🚀 Northeast (613 units)
[12:08:57] RANGER-134 🚀 heading to parking DAL-P61
[12:08:57] HORIZON-180 moving 🚀 West (880 units)
[12:08:57] HORIZON-180 🚀 heading to parking DAL-P66
[12:08:57] BRONCO-236 ✓ landed at DAL-P151 (parking for ~40s)
[12:08:57] STARS-183 ✓ landed at DAL-P174 (parking for ~62s)
[12:08:57] STARS-13 moving 🚀 Northwest (405 units)
[12:08:57] MUSTANG-185 ✓ landed at DAL-P7 (parking for ~38s)
[12:08:57] STARS-63 🚀 departing from DAL-P54
[12:08:57] BRONCO-186 🚀 departing from DAL-P76
[12:08:57] RANGER-294 moving 🚀 Northeast (1022 units)
[12:08:57] RANGER-294 🚀 heading to parking DAL-P257
[12:08:57] STARS-113 moving 🚀 Northeast (1122 units)
[12:08:57] STARS-113 🚀 heading to parking DAL-P101
[12:08:57] ARMADILLO-118 ✓ landed at DAL-P113 (parking for ~34s)
[12:08:57] MAVS-222 ✓ landed at DAL-P248 (parking for ~54s)
[12:08:57] RANGER-234 moving 🚀 Northeast (817 units)
[12:08:57] MAVS-262 ✓ landed at DAL-P281 (parking for ~62s)
[12:08:57] COWBOY-181 ✓ landed at DAL-P206 (parking for ~72s)
[12:08:57] MAVS-282 🚀 departing from DAL-P26
[12:08:57] BRONCO-186 moving 🚀 West (920 units)
[12:08:57] BRONCO-186 🚀 heading to parking DAL-P135
[12:08:57] STARS-63 moving 🚀 Southeast (1158 units)
[12:08:57] STARS-63 🚀 heading to parking DAL-P20
[12:08:57] RANGER-44 ✓ landed at DAL-P50 (parking for ~58s)
[12:08:57] HORIZON-150 🚀 departing from DAL-P63
[12:08:57] STARS-193 ✓ landed at DAL-P112 (parking for ~54s)
[12:08:57] MUSTANG-205 🚀 departing from DAL-P183
[12:08:57] HORIZON-130 🚀 departing from DAL-P97
[12:08:57] HORIZON-200 ✓ landed at DAL-P261 (parking for ~48s)
[12:08:57] HORIZON-130 moving 🚀 Northeast (593 units)
[12:08:57] HORIZON-130 🚀 heading to parking DAL-P167
[12:08:57] RANGER-234 moving 🚀 Northeast (746 units)
[12:08:57] RANGER-234 🚀 heading to parking DAL-P272
[12:08:57] RANGER-84 🚀 departing from DAL-P162
[12:08:57] MAVS-102 🚀 departing from DAL-P244
[12:08:57] ARMADILLO-138 ✓ landed at DAL-P7 (parking for ~36s)
[12:08:57] MUSTANG-205 moving 🚀 South (946 units)
[12:08:57] MUSTANG-205 🚀 heading to parking DAL-P221
[12:08:57] ARMADILLO-228 🚀 departing from DAL-P228
[12:08:57] BRONCO-296 🚀 departing from DAL-P148
[12:08:57] HORIZON-150 moving 🚀 Northeast (650 units)
[12:08:57] HORIZON-150 🚀 heading to parking DAL-P157
[12:08:57] MAVS-282 moving 🚀 North (374 units)
[12:08:57] MAVS-282 🚀 heading to parking DAL-P176
[12:08:58] RANGER-84 moving 🚀 West (351 units)
[12:08:58] RANGER-84 🚀 heading to parking DAL-P266
[12:08:58] LONGHORN-287 ✓ landed at DAL-P76 (parking for ~68s)
[12:08:58] HORIZON-210 🚀 departing from DAL-P248
[12:08:58] BRONCO-296 moving 🚀 West (902 units)
[12:08:58] BRONCO-296 🚀 heading to parking DAL-P292
[12:08:58] BRONCO-86 ✓ landed at DAL-P176 (parking for ~86s)
[12:08:58] MAVS-102 moving 🚀 South (946 units)
[12:08:58] MAVS-102 🚀 heading to parking DAL-P229
[12:08:58] ARMADILLO-238 🚀 departing from DAL-P244
[12:08:58] MUSTANG-115 🚀 departing from DAL-P35
[12:08:58] BRONCO-196 ✓ landed at DAL-P13 (parking for ~38s)
[12:08:58] ARMADILLO-228 moving 🚀 Northwest (331 units)
[12:08:58] ARMADILLO-228 🚀 heading to parking DAL-P272
[12:08:58] ARMADILLO-78 🚀 departing from DAL-P132
[12:08:58] MAVS-82 🚀 departing from DAL-P17
[12:08:58] MUSTANG-115 moving 🚀 Southeast (546 units)
[12:08:58] MUSTANG-115 🚀 heading to parking DAL-P147
[12:08:58] MUSTANG-125 ✓ landed at DAL-P79 (parking for ~78s)
[12:08:58] HORIZON-210 moving 🚀 North (711 units)
[12:08:58] HORIZON-210 🚀 heading to parking DAL-P254
[12:08:58] BRONCO-236 🚀 departing from DAL-P151
[12:08:58] MAVS-242 ✓ landed at DAL-P294 (parking for ~44s)
[12:08:58] MAVS-252 🚀 departing from DAL-P191
[12:08:58] STARS-273 🚀 departing from DAL-P115
[12:08:58] MAVS-82 moving 🚀 East (877 units)
[12:08:58] MAVS-82 🚀 heading to parking DAL-P147
[12:08:58] ARMADILLO-118 🚀 departing from DAL-P113
[12:08:58] COWBOY-161 ✓ landed at DAL-P156 (parking for ~86s)
[12:08:58] MUSTANG-185 🚀 departing from DAL-P7
[12:08:58] RANGER-74 ✓ landed at DAL-P194 (parking for ~74s)
[12:08:58] ARMADILLO-78 moving 🚀 Southeast (581 units)
[12:08:58] ARMADILLO-78 🚀 heading to parking DAL-P175
[12:08:58] BRONCO-96 ✓ landed at DAL-P280 (parking for ~30s)
[12:08:58] COWBOY-231 🚀 departing from DAL-P195
[12:08:58] BRONCO-236 moving 🚀 Southeast (200 units)
[12:08:58] BRONCO-236 🚀 heading to parking DAL-P88
[12:08:58] MUSTANG-185 moving 🚀 West (689 units)
[12:08:58] MUSTANG-185 🚀 heading to parking DAL-P264
[12:08:58] COWBOY-231 moving 🚀 Northeast (528 units)
[12:08:58] COWBOY-231 🚀 heading to parking DAL-P128
[12:08:58] STARS-273 moving 🚀 Northeast (97 units)
[12:08:58] STARS-273 🚀 heading to parking DAL-P253
[12:08:58] MAVS-62 🚀 departing from DAL-P213
[12:08:58] BRONCO-286 🚀 departing from DAL-P117
[12:08:58] ARMADILLO-118 moving 🚀 West (1167 units)
[12:08:58] ARMADILLO-118 🚀 heading to parking DAL-P47
[12:08:58] ARMADILLO-238 moving 🚀 South (999 units)
[12:08:58] ARMADILLO-238 🚀 heading to parking DAL-P249
[12:08:58] MAVS-252 moving 🚀 East (703 units)
[12:08:58] MAVS-252 🚀 heading to parking DAL-P271
[12:08:58] BRONCO-276 ✓ landed at DAL-P5 (parking for ~38s)
[12:08:58] MAVS-142 🚀 departing from DAL-P122
[12:08:58] COWBOY-71 🚀 departing from DAL-P75
[12:08:58] STARS-53 ✓ landed at DAL-P238 (parking for ~62s)
[12:08:58] MAVS-62 moving 🚀 North (584 units)
[12:08:58] MAVS-62 🚀 heading to parking DAL-P63
[12:08:58] PRAIRIE-129 🚀 departing from DAL-P12
[12:08:58] COWBOY-131 ✓ landed at DAL-P95 (parking for ~76s)
[12:08:58] MAVS-142 moving 🚀 East (435 units)
[12:08:58] MAVS-142 🚀 heading to parking DAL-P189
[12:08:58] STARS-33 moving 🚀 South (974 units)
[12:08:58] ARMADILLO-138 🚀 departing from DAL-P7
[12:08:59] STARS-173 ✓ landed at DAL-P46 (parking for ~50s)
[12:08:59] BRONCO-286 moving 🚀 Southwest (554 units)
[12:08:59] BRONCO-286 🚀 heading to parking DAL-P71
[12:08:59] STARS-73 ✓ landed at DAL-P282 (parking for ~46s)
[12:08:59] MUSTANG-75 ✓ landed at DAL-P19 (parking for ~42s)
[12:08:59] ARMADILLO-138 moving 🚀 South (763 units)
[12:08:59] ARMADILLO-138 🚀 heading to parking DAL-P142
[12:08:59] COWBOY-211 ✓ landed at DAL-P76 (parking for ~88s)
[12:08:59] MAVS-222 🚀 departing from DAL-P248
[12:08:59] STARS-183 🚀 departing from DAL-P174
[12:08:59] Weather updated: Overcast
[12:08:59] PRAIRIE-129 moving 🚀 Southwest (763 units)
[12:08:59] PRAIRIE-129 🚀 heading to parking DAL-P295
[12:08:59] STARS-183 moving 🚀 Southeast (470 units)
[12:08:59] STARS-183 🚀 heading to parking DAL-P7
[12:08:59] HORIZON-200 🚀 departing from DAL-P261
[12:08:59] STARS-193 🚀 departing from DAL-P112
[12:08:59] MAVS-262 🚀 departing from DAL-P281
[12:08:59] STARS-193 moving 🚀 West (1182 units)
[12:08:59] STARS-193 🚀 heading to parking DAL-P195
[12:08:59] BRONCO-196 🚀 departing from DAL-P13
[12:08:59] MAVS-222 moving 🚀 Southwest (820 units)
[12:08:59] MAVS-222 🚀 heading to parking DAL-P57
[12:08:59] RANGER-44 🚀 departing from DAL-P50
[12:08:59] BRONCO-96 🚀 departing from DAL-P280
[12:08:59] COWBOY-71 moving 🚀 Northeast (1030 units)
[12:08:59] COWBOY-71 🚀 heading to parking DAL-P141
[12:08:59] MAVS-262 moving 🚀 West (1111 units)
[12:08:59] MAVS-262 🚀 heading to parking DAL-P250
[12:08:59] HORIZON-300 ✓ landed at DAL-P230 (parking for ~86s)
[12:08:59] PRAIRIE-169 ✓ landed at DAL-P82 (parking for ~36s)
[12:08:59] COWBOY-81 ✓ landed at DAL-P231 (parking for ~88s)
[12:08:59] COWBOY-181 🚀 departing from DAL-P206
[12:08:59] RANGER-24 moving 🚀 Northeast (1252 units)
[12:08:59] HORIZON-80 🚀 departing from DAL-P260
[12:08:59] MAVS-242 🚀 departing from DAL-P294
[12:08:59] BRONCO-46 ✓ landed at DAL-P169 (parking for ~30s)
[12:08:59] MAVS-242 moving 🚀 Northeast (933 units)
[12:08:59] MAVS-242 🚀 heading to parking DAL-P196
[12:08:59] BRONCO-276 🚀 departing from DAL-P5
[12:08:59] LONGHORN-27 moving 🚀 South (428 units)
[12:08:59] RANGER-44 moving 🚀 Northeast (339 units)
[12:08:59] RANGER-44 🚀 heading to parking DAL-P300
[12:08:59] ARMADILLO-208 ✓ landed at DAL-P145 (parking for ~66s)
[12:08:59] LONGHORN-247 ✓ landed at DAL-P170 (parking for ~84s)
[12:09:00] HORIZON-80 moving 🚀 West (208 units)
[12:09:00] HORIZON-80 🚀 heading to parking DAL-P216
[12:09:00] COWBOY-181 moving 🚀 North (367 units)
[12:09:00] COWBOY-181 🚀 heading to parking DAL-P299
[12:09:00] BRONCO-196 moving 🚀 Northwest (621 units)
[12:09:00] BRONCO-196 🚀 heading to parking DAL-P41
[12:09:00] HORIZON-200 moving 🚀 Northeast (897 units)
[12:09:00] LONGHORN-287 🚀 departing from DAL-P76
[12:09:00] HORIZON-160 ✓ landed at DAL-P25 (parking for ~64s)
[12:09:00] HORIZON-190 ✓ landed at DAL-P124 (parking for ~54s)
[12:09:00] LONGHORN-287 moving 🚀 Northwest (284 units)
[12:09:00] LONGHORN-287 🚀 heading to parking DAL-P196
[12:09:00] BRONCO-96 moving 🚀 South (384 units)
[12:09:00] BRONCO-176 ✓ landed at DAL-P74 (parking for ~86s)
[12:09:00] MUSTANG-75 🚀 departing from DAL-P19
[12:09:00] HORIZON-200 moving 🚀 North (1188 units)
[12:09:00] HORIZON-200 🚀 heading to parking DAL-P178
[12:09:00] STARS-73 🚀 departing from DAL-P282
[12:09:00] LONGHORN-97 ✓ landed at DAL-P239 (parking for ~38s)
[12:09:00] BRONCO-276 moving 🚀 South (1147 units)
[12:09:00] BRONCO-276 🚀 heading to parking DAL-P212
[12:09:00] STARS-73 moving 🚀 North (868 units)
[12:09:00] STARS-73 🚀 heading to parking DAL-P38
[12:09:00] MUSTANG-75 moving 🚀 East (1272 units)
[12:09:00] MUSTANG-75 🚀 heading to parking DAL-P278
[12:09:00] BRONCO-96 moving 🚀 Southeast (1017 units)
[12:09:00] BRONCO-96 🚀 heading to parking DAL-P226
[12:09:00] STARS-173 🚀 departing from DAL-P46
[12:09:00] RANGER-144 ✓ landed at DAL-P133 (parking for ~88s)
[12:09:00] LONGHORN-187 ✓ landed at DAL-P137 (parking for ~88s)
[12:09:00] PRAIRIE-169 🚀 departing from DAL-P82
[12:09:00] HORIZON-220 ✓ landed at DAL-P169 (parking for ~72s)
[12:09:00] COWBOY-271 ✓ landed at DAL-P100 (parking for ~80s)
[12:09:00] STARS-273 ✓ landed at DAL-P253 (parking for ~42s)
[12:09:00] BRONCO-46 🚀 departing from DAL-P169
[12:09:00] STARS-53 🚀 departing from DAL-P238
[12:09:00] RANGER-74 🚀 departing from DAL-P194
[12:09:00] BRONCO-86 🚀 departing from DAL-P176
[12:09:00] MUSTANG-125 🚀 departing from DAL-P79
[12:09:00] LONGHORN-297 ✓ landed at DAL-P197 (parking for ~84s)
[12:09:00] BRONCO-46 moving 🚀 West (1344 units)
[12:09:00] BRONCO-46 🚀 heading to parking DAL-P36
[12:09:00] COWBOY-221 ✓ landed at DAL-P274 (parking for ~66s)
[12:09:00] RANGER-74 moving 🚀 North (973 units)
[12:09:00] RANGER-74 🚀 heading to parking DAL-P175
[12:09:00] PRAIRIE-169 moving 🚀 Southeast (610 units)
[12:09:00] PRAIRIE-169 🚀 heading to parking DAL-P134
[12:09:00] STARS-23 moving 🚀 Southeast (395 units)
[12:09:01] STARS-53 moving 🚀 Northeast (820 units)
[12:09:01] STARS-53 🚀 heading to parking DAL-P7
[12:09:01] MUSTANG-5 moving 🚀 Southeast (1059 units)
[12:09:01] COWBOY-161 🚀 departing from DAL-P156
[12:09:01] LONGHORN-67 ✓ landed at DAL-P62 (parking for ~44s)
[12:09:01] COWBOY-161 moving 🚀 Northeast (1233 units)
[12:09:01] COWBOY-161 🚀 heading to parking DAL-P161
[12:09:01] BRONCO-86 moving 🚀 South (409 units)
[12:09:01] BRONCO-86 🚀 heading to parking DAL-P220
[12:09:01] MUSTANG-125 moving 🚀 East (550 units)
[12:09:01] MUSTANG-125 🚀 heading to parking DAL-P222
[12:09:01] COWBOY-131 🚀 departing from DAL-P95
[12:09:01] COWBOY-291 ✓ landed at DAL-P181 (parking for ~38s)
[12:09:01] COWBOY-21 moving 🚀 Southeast (737 units)
[12:09:01] STARS-173 moving 🚀 South (1193 units)
[12:09:01] STARS-173 🚀 heading to parking DAL-P261
[12:09:01] RANGER-214 ✓ landed at DAL-P42 (parking for ~42s)
[12:09:01] PRAIRIE-39 moving 🚀 West (1288 units)
[12:09:01] PRAIRIE-79 ✓ landed at DAL-P11 (parking for ~36s)
[12:09:01] STARS-233 ✓ landed at DAL-P236 (parking for ~72s)
[12:09:01] MUSTANG-245 ✓ landed at DAL-P213 (parking for ~68s)
[12:09:01] RANGER-104 ✓ landed at DAL-P16 (parking for ~90s)
[12:09:01] MUSTANG-55 ✓ landed at DAL-P207 (parking for ~38s)
[12:09:01] LONGHORN-97 🚀 departing from DAL-P239
[12:09:01] MUSTANG-15 moving 🚀 Northwest (1144 units)
[12:09:01] LONGHORN-97 moving 🚀 West (1428 units)
[12:09:01] LONGHORN-97 🚀 heading to parking DAL-P131
[12:09:01] STARS-263 ✓ landed at DAL-P182 (parking for ~88s)
[12:09:01] HORIZON-190 🚀 departing from DAL-P124
[12:09:01] COWBOY-211 🚀 departing from DAL-P76
[12:09:01] COWBOY-211 moving 🚀 South (777 units)
[12:09:01] COWBOY-211 🚀 heading to parking DAL-P89
[12:09:01] ARMADILLO-208 🚀 departing from DAL-P145
[12:09:01] STARS-273 🚀 departing from DAL-P253
[12:09:01] COWBOY-131 moving 🚀 North (889 units)
[12:09:02] COWBOY-11 moving 🚀 North (643 units)
[12:09:02] PRAIRIE-89 ✓ landed at DAL-P28 (parking for ~86s)
[12:09:02] HORIZON-160 🚀 departing from DAL-P25
[12:09:02] BRONCO-166 ✓ landed at DAL-P155 (parking for ~64s)
[12:09:02] HORIZON-300 🚀 departing from DAL-P230
[12:09:02] RANGER-204 ✓ landed at DAL-P106 (parking for ~48s)
[12:09:02] STARS-273 moving 🚀 Southwest (904 units)
[12:09:02] STARS-273 🚀 heading to parking DAL-P61
[12:09:02] HORIZON-300 moving 🚀 Southwest (799 units)
[12:09:02] HORIZON-300 🚀 heading to parking DAL-P75
[12:09:02] COWBOY-81 🚀 departing from DAL-P231
[12:09:02] HORIZON-160 moving 🚀 North (176 units)
[12:09:02] HORIZON-160 🚀 heading to parking DAL-P143
[12:09:02] MUSTANG-225 ✓ landed at DAL-P136 (parking for ~70s)
[12:09:02] COWBOY-291 🚀 departing from DAL-P181
[12:09:02] ARMADILLO-208 moving 🚀 Southwest (1586 units)
[12:09:02] ARMADILLO-208 🚀 heading to parking DAL-P29
[12:09:02] MAVS-2 moving 🚀 North (1444 units)
[12:09:02] LONGHORN-67 🚀 departing from DAL-P62
[12:09:02] PRAIRIE-79 🚀 departing from DAL-P11
[12:09:02] COWBOY-131 moving 🚀 North (863 units)
[12:09:02] COWBOY-131 🚀 heading to parking DAL-P285
[12:09:02] PRAIRIE-79 moving 🚀 Southeast (183 units)
[12:09:02] PRAIRIE-79 🚀 heading to parking DAL-P185
[12:09:02] HORIZON-190 moving 🚀 South (79 units)
[12:09:02] HORIZON-190 🚀 heading to parking DAL-P87
[12:09:02] RANGER-224 ✓ landed at DAL-P275 (parking for ~78s)
[12:09:02] LONGHORN-247 🚀 departing from DAL-P170
[12:09:02] STARS-123 ✓ landed at DAL-P94 (parking for ~62s)
[12:09:02] RANGER-214 🚀 departing from DAL-P42
[12:09:02] LONGHORN-247 moving 🚀 West (1008 units)
[12:09:02] LONGHORN-247 🚀 heading to parking DAL-P66
[12:09:02] LONGHORN-67 moving 🚀 East (630 units)
[12:09:02] LONGHORN-67 🚀 heading to parking DAL-P227
[12:09:02] PRAIRIE-99 ✓ landed at DAL-P214 (parking for ~40s)
[12:09:02] BRONCO-106 ✓ landed at DAL-P75 (parking for ~78s)
[12:09:02] MUSTANG-55 🚀 departing from DAL-P207
[12:09:02] MAVS-92 ✓ landed at DAL-P26 (parking for ~58s)
[12:09:02] HORIZON-220 🚀 departing from DAL-P169
[12:09:02] COWBOY-221 🚀 departing from DAL-P274
[12:09:02] MUSTANG-165 ✓ landed at DAL-P287 (parking for ~30s)
[12:09:02] BRONCO-176 🚀 departing from DAL-P74
[12:09:02] COWBOY-291 moving 🚀 Southwest (1077 units)
[12:09:02] COWBOY-291 🚀 heading to parking DAL-P15
[12:09:02] MAVS-42 ✓ landed at DAL-P248 (parking for ~88s)
[12:09:02] COWBOY-81 moving 🚀 Southeast (421 units)
[12:09:02] COWBOY-81 🚀 heading to parking DAL-P43
[12:09:02] MUSTANG-95 ✓ landed at DAL-P157 (parking for ~44s)
[12:09:02] BRONCO-16 moving 🚀 Southeast (734 units)
[12:09:03] BRONCO-176 moving 🚀 East (377 units)
[12:09:03] BRONCO-176 🚀 heading to parking DAL-P152
[12:09:03] MUSTANG-55 moving 🚀 Southeast (1431 units)
[12:09:03] MUSTANG-55 🚀 heading to parking DAL-P271
[12:09:03] ARMADILLO-178 ✓ landed at DAL-P1 (parking for ~58s)
[12:09:03] RANGER-214 moving 🚀 West (1006 units)
[12:09:03] RANGER-214 🚀 heading to parking DAL-P4
[12:09:03] COWBOY-221 moving 🚀 South (196 units)
[12:09:03] COWBOY-221 🚀 heading to parking DAL-P53
[12:09:03] COWBOY-271 🚀 departing from DAL-P100
[12:09:03] COWBOY-271 moving 🚀 East (858 units)
[12:09:03] COWBOY-271 🚀 heading to parking DAL-P219
[12:09:03] RANGER-144 🚀 departing from DAL-P133
[12:09:03] LONGHORN-187 🚀 departing from DAL-P137
[12:09:03] HORIZON-220 moving 🚀 Southwest (1438 units)
[12:09:03] HORIZON-220 🚀 heading to parking DAL-P146
[12:09:03] RANGER-144 moving 🚀 East (1215 units)
[12:09:03] RANGER-144 🚀 heading to parking DAL-P233
[12:09:03] MAVS-202 ✓ landed at DAL-P273 (parking for ~88s)
[12:09:03] ARMADILLO-248 ✓ landed at DAL-P157 (parking for ~36s)
[12:09:03] LONGHORN-297 🚀 departing from DAL-P197
[12:09:03] ARMADILLO-8 moving 🚀 North (357 units)
[12:09:03] LONGHORN-187 moving 🚀 Southeast (912 units)
[12:09:03] LONGHORN-187 🚀 heading to parking DAL-P201
[12:09:03] MUSTANG-245 🚀 departing from DAL-P213
[12:09:03] STARS-233 🚀 departing from DAL-P236
[12:09:03] RANGER-204 🚀 departing from DAL-P106
[12:09:03] MUSTANG-245 moving 🚀 East (871 units)
[12:09:03] MUSTANG-245 🚀 heading to parking DAL-P147
[12:09:03] PRAIRIE-9 moving 🚀 East (515 units)
[12:09:03] BRONCO-236 ✓ landed at DAL-P88 (parking for ~40s)
[12:09:03] BRONCO-246 ✓ landed at DAL-P253 (parking for ~78s)
[12:09:03] Weather updated: Steady Rain
[12:09:03] RANGER-34 moving 🚀 East (973 units)
[12:09:03] MUSTANG-135 ✓ landed at DAL-P27 (parking for ~50s)
[12:09:03] MUSTANG-165 🚀 departing from DAL-P287
[12:09:03] RANGER-204 moving 🚀 West (921 units)
[12:09:03] RANGER-204 🚀 heading to parking DAL-P159
[12:09:03] STARS-233 moving 🚀 Northwest (255 units)
[12:09:03] STARS-233 🚀 heading to parking DAL-P252
[12:09:03] PRAIRIE-99 🚀 departing from DAL-P214
[12:09:03] COWBOY-121 ✓ landed at DAL-P128 (parking for ~34s)
[12:09:03] LONGHORN-147 ✓ landed at DAL-P44 (parking for ~48s)
[12:09:03] MUSTANG-165 moving 🚀 Southwest (299 units)
[12:09:03] MUSTANG-165 🚀 heading to parking DAL-P89
[12:09:03] LONGHORN-207 ✓ landed at DAL-P188 (parking for ~68s)
[12:09:04] LONGHORN-17 moving 🚀 Southwest (255 units)
[12:09:04] BRONCO-166 🚀 departing from DAL-P155
[12:09:04] HORIZON-190 ✓ landed at DAL-P87 (parking for ~34s)
[12:09:04] STARS-243 ✓ landed at DAL-P234 (parking for ~88s)
[12:09:04] MAVS-52 ✓ landed at DAL-P73 (parking for ~44s)
[12:09:04] LONGHORN-297 moving 🚀 West (1039 units)
[12:09:04] RANGER-104 🚀 departing from DAL-P16
[12:09:04] LONGHORN-297 moving 🚀 West (1167 units)
[12:09:04] LONGHORN-297 🚀 heading to parking DAL-P41
[12:09:04] MUSTANG-95 🚀 departing from DAL-P157
[12:09:04] PRAIRIE-99 moving 🚀 Northeast (457 units)
[12:09:04] PRAIRIE-99 🚀 heading to parking DAL-P173
[12:09:04] STARS-263 🚀 departing from DAL-P182
[12:09:04] ARMADILLO-248 🚀 departing from DAL-P157
[12:09:04] MUSTANG-95 moving 🚀 West (517 units)
[12:09:04] MUSTANG-95 🚀 heading to parking DAL-P4
[12:09:04] STARS-123 🚀 departing from DAL-P94
[12:09:04] STARS-203 ✓ landed at DAL-P60 (parking for ~68s)
[12:09:04] MUSTANG-225 🚀 departing from DAL-P136
[12:09:04] MAVS-92 🚀 departing from DAL-P26
[12:09:04] LONGHORN-167 ✓ landed at DAL-P192 (parking for ~50s)
[12:09:04] STARS-223 ✓ landed at DAL-P182 (parking for ~76s)
[12:09:04] MUSTANG-225 moving 🚀 Northwest (425 units)
[12:09:04] MUSTANG-225 🚀 heading to parking DAL-P199
[12:09:04] ARMADILLO-248 moving 🚀 Northeast (210 units)
[12:09:04] ARMADILLO-248 🚀 heading to parking DAL-P132
[12:09:04] ARMADILLO-68 ✓ landed at DAL-P61 (parking for ~82s)
[12:09:04] RANGER-104 moving 🚀 Northwest (785 units)
[12:09:04] RANGER-104 🚀 heading to parking DAL-P269
[12:09:04] BRONCO-166 moving 🚀 Northeast (848 units)
[12:09:04] BRONCO-166 🚀 heading to parking DAL-P232
[12:09:04] PRAIRIE-89 🚀 departing from DAL-P28
[12:09:04] STARS-263 moving 🚀 Northwest (578 units)
[12:09:04] STARS-263 🚀 heading to parking DAL-P30
[12:09:04] PRAIRIE-89 moving 🚀 South (1061 units)
[12:09:04] PRAIRIE-89 🚀 heading to parking DAL-P150
[12:09:04] MAVS-112 ✓ landed at DAL-P86 (parking for ~68s)
